"file","speaker","io_unit","start_time","end_time","pause_duration","io_duration","genre","glottocode","speaker_age","speaker_sex","synthesis","tone","element","sprach_dauer","part"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO2","even1259-VNS",28894,147.877,149.989,1.67,2.112,"personal narrative","even1259",47,"m",2.698,"no","a",0.442,"part5"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO2","even1259-VNS",28895,149.989,153.816,1.557,3.827,"personal narrative","even1259",47,"m",2.698,"no","a",2.27,"part5"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO2","even1259-VNS",28896,153.816,156.864,2.289,3.048,"personal narrative","even1259",47,"m",2.698,"no","a",0.759,"part5"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO2","even1259-VNS",28897,156.864,157.87,0.065,1.006,"personal narrative","even1259",47,"m",2.698,"no","a",0.941,"part5"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO2","even1259-VNS",28900,171.52,173.314,0.719,1.794,"personal narrative","even1259",47,"m",2.698,"no","a",1.075,"part7"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO2","even1259-VNS",28901,173.314,177.391,1.762,4.077,"personal narrative","even1259",47,"m",2.698,"no","a",2.315,"part7"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO2","even1259-VNS",28902,177.391,178.916,0.391,1.525,"personal narrative","even1259",47,"m",2.698,"no","a",1.134,"part7"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO2","even1259-VNS",28903,178.916,179.921,0.16,1.005,"personal narrative","even1259",47,"m",2.698,"no","a",0.845,"part7"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO2","even1259-VNS",28904,179.921,184.599,1.502,4.678,"personal narrative","even1259",47,"m",2.698,"no","a",3.176,"part7"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO2","even1259-VNS",28905,184.599,185.635,0.23,1.036,"personal narrative","even1259",47,"m",2.698,"no","a",0.806,"part7"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO2","even1259-VNS",28906,185.635,187.213,0.214,1.578,"personal narrative","even1259",47,"m",2.698,"no","a",1.364,"part7"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO2","even1259-VNS",28907,187.213,188.458,0.323,1.245,"personal narrative","even1259",47,"m",2.698,"no","a",0.922,"part7"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28909,0.49,1.59,0.46,1.1,"personal narrative","even1259",47,"m",2.698,"no","a",0.64,"part1"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28910,1.59,2.76,0.381,1.17,"personal narrative","even1259",47,"m",2.698,"no","a",0.789,"part1"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28911,2.76,5.8,2.591,3.04,"personal narrative","even1259",47,"m",2.698,"no","a",0.449,"part1"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28913,13.67,15.72,0.25,2.05,"personal narrative","even1259",47,"m",2.698,"no","a",1.8,"part2"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28914,15.72,18.68,1.691,2.96,"personal narrative","even1259",47,"m",2.698,"no","a",1.269,"part2"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28915,18.68,20.24,0.24,1.56,"personal narrative","even1259",47,"m",2.698,"no","a",1.32,"part2"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28916,20.24,21.721,0.394,1.481,"personal narrative","even1259",47,"m",2.698,"no","a",1.087,"part2"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28918,22.264,23.46,0.228,1.196,"personal narrative","even1259",47,"m",2.698,"no","a",0.968,"part3"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28920,24.564,27.274,2.236,2.71,"personal narrative","even1259",47,"m",2.698,"no","a",0.474,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28921,27.274,28.69,0.336,1.416,"personal narrative","even1259",47,"m",2.698,"no","a",1.08,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28922,28.69,30.27,0.84,1.58,"personal narrative","even1259",47,"m",2.698,"no","a",0.74,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28923,30.27,33.63,2.495,3.36,"personal narrative","even1259",47,"m",2.698,"no","a",0.865,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28924,33.63,37.433,2.22,3.803,"personal narrative","even1259",47,"m",2.698,"no","a",1.583,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28925,37.433,40.557,0.444,3.124,"personal narrative","even1259",47,"m",2.698,"no","a",2.68,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28926,40.557,41.962,0.799,1.405,"personal narrative","even1259",47,"m",2.698,"no","a",0.606,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28927,41.962,43.612,0.62,1.65,"personal narrative","even1259",47,"m",2.698,"no","a",1.03,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28928,43.612,44.742,0.55,1.13,"personal narrative","even1259",47,"m",2.698,"no","a",0.58,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28929,44.742,46.911,1.299,2.169,"personal narrative","even1259",47,"m",2.698,"no","a",0.87,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28930,46.911,49.125,0.468,2.214,"personal narrative","even1259",47,"m",2.698,"no","a",1.746,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28931,49.125,51.819,1.955,2.694,"personal narrative","even1259",47,"m",2.698,"no","a",0.739,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28932,51.819,53.914,0.15,2.095,"personal narrative","even1259",47,"m",2.698,"no","a",1.945,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28933,53.914,57.319,1.228,3.405,"personal narrative","even1259",47,"m",2.698,"no","a",2.177,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28934,57.319,58.476,0.463,1.157,"personal narrative","even1259",47,"m",2.698,"no","a",0.694,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28935,58.476,58.856,0.202,0.38,"personal narrative","even1259",47,"m",2.698,"no","a",0.178,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28936,58.856,61.966,0.277,3.11,"personal narrative","even1259",47,"m",2.698,"no","a",2.833,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28937,61.966,66.826,2.194,4.86,"personal narrative","even1259",47,"m",2.698,"no","a",2.666,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28938,66.826,72.035,1.939,5.209,"personal narrative","even1259",47,"m",2.698,"no","a",3.27,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28939,72.035,74.309,0.645,2.274,"personal narrative","even1259",47,"m",2.698,"no","a",1.629,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28940,74.309,77.029,1.173,2.72,"personal narrative","even1259",47,"m",2.698,"no","a",1.547,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28941,77.029,79.549,1.535,2.52,"personal narrative","even1259",47,"m",2.698,"no","a",0.985,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28942,79.549,81.947,1.142,2.398,"personal narrative","even1259",47,"m",2.698,"no","a",1.256,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28943,81.947,87.282,3.266,5.335,"personal narrative","even1259",47,"m",2.698,"no","a",2.069,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28944,87.282,91.644,0.82,4.362,"personal narrative","even1259",47,"m",2.698,"no","a",3.542,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28945,91.644,95.458,3.235,3.814,"personal narrative","even1259",47,"m",2.698,"no","a",0.579,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28947,107.589,111.476,0.697,3.887,"personal narrative","even1259",47,"m",2.698,"no","a",3.19,"part5"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28949,113.049,114.057,0.118,1.008,"personal narrative","even1259",47,"m",2.698,"no","a",0.89,"part6"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28950,114.057,116.111,0.118,2.054,"personal narrative","even1259",47,"m",2.698,"no","a",1.936,"part6"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28953,124.734,128.237,2.475,3.503,"personal narrative","even1259",47,"m",2.698,"no","a",1.028,"part8"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28954,128.237,131.354,2.062,3.117,"personal narrative","even1259",47,"m",2.698,"no","a",1.055,"part8"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28955,131.354,131.712,0.056,0.358,"personal narrative","even1259",47,"m",2.698,"no","a",0.302,"part8"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28956,131.712,134.114,1.907,2.402,"personal narrative","even1259",47,"m",2.698,"no","a",0.495,"part8"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28957,134.114,134.627,0.161,0.513,"personal narrative","even1259",47,"m",2.698,"no","a",0.352,"part8"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28958,134.627,135.398,0.13,0.771,"personal narrative","even1259",47,"m",2.698,"no","a",0.641,"part8"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28959,135.398,137.315,0.203,1.917,"personal narrative","even1259",47,"m",2.698,"no","a",1.714,"part8"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28960,137.315,138.146,0.574,0.831,"personal narrative","even1259",47,"m",2.698,"no","a",0.257,"part8"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28962,143.364,146.694,2.055,3.33,"personal narrative","even1259",47,"m",2.698,"no","a",1.275,"part9"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28963,146.694,147.89,0.826,1.196,"personal narrative","even1259",47,"m",2.698,"no","a",0.37,"part9"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LO3","even1259-VNS",28964,147.89,149.124,0.293,1.234,"personal narrative","even1259",47,"m",2.698,"no","a",0.941,"part9"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28966,11.671,13.941,0.881,2.27,"personal narrative","even1259",47,"m",2.698,"no","a",1.389,"part2"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28968,20.3,20.978,0.135,0.678,"personal narrative","even1259",47,"m",2.698,"no","a",0.543,"part3"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28970,21.474,23.36,0.95,1.886,"personal narrative","even1259",47,"m",2.698,"no","a",0.936,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28971,23.36,24.14,0.451,0.78,"personal narrative","even1259",47,"m",2.698,"no","a",0.329,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28972,24.14,26.208,0.548,2.068,"personal narrative","even1259",47,"m",2.698,"no","a",1.52,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28973,26.208,29.804,2.77,3.596,"personal narrative","even1259",47,"m",2.698,"no","a",0.826,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28974,29.804,34.189,1.039,4.385,"personal narrative","even1259",47,"m",2.698,"no","a",3.346,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28975,34.189,37.188,1.109,2.999,"personal narrative","even1259",47,"m",2.698,"no","a",1.89,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28976,37.188,38.73,0.146,1.542,"personal narrative","even1259",47,"m",2.698,"no","a",1.396,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28977,38.73,40.24,0.457,1.51,"personal narrative","even1259",47,"m",2.698,"no","a",1.053,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28978,40.24,41.27,0.129,1.03,"personal narrative","even1259",47,"m",2.698,"no","a",0.901,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28979,41.27,44.61,1.211,3.34,"personal narrative","even1259",47,"m",2.698,"no","a",2.129,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28980,44.61,47.31,1.33,2.7,"personal narrative","even1259",47,"m",2.698,"no","a",1.37,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28981,47.31,49.153,0.93,1.843,"personal narrative","even1259",47,"m",2.698,"no","a",0.913,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28982,49.153,54.01,1.905,4.857,"personal narrative","even1259",47,"m",2.698,"no","a",2.952,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28983,54.01,54.682,0.183,0.672,"personal narrative","even1259",47,"m",2.698,"no","a",0.489,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28984,54.682,58.22,2.917,3.538,"personal narrative","even1259",47,"m",2.698,"no","a",0.621,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28985,58.22,59.84,0.378,1.62,"personal narrative","even1259",47,"m",2.698,"no","a",1.242,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28986,59.84,61,0.443,1.16,"personal narrative","even1259",47,"m",2.698,"no","a",0.717,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28987,61,62.66,0.17,1.66,"personal narrative","even1259",47,"m",2.698,"no","a",1.49,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28988,62.66,66.731,3.33,4.071,"personal narrative","even1259",47,"m",2.698,"no","a",0.741,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28989,66.731,69.104,0.455,2.373,"personal narrative","even1259",47,"m",2.698,"no","a",1.918,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28990,69.104,71.25,0.405,2.146,"personal narrative","even1259",47,"m",2.698,"no","a",1.741,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28991,71.25,76.643,3.349,5.393,"personal narrative","even1259",47,"m",2.698,"no","a",2.044,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28992,76.643,81.133,2.93,4.49,"personal narrative","even1259",47,"m",2.698,"no","a",1.56,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28993,81.133,82.588,0.565,1.455,"personal narrative","even1259",47,"m",2.698,"no","a",0.89,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28994,82.588,84.64,0.078,2.052,"personal narrative","even1259",47,"m",2.698,"no","a",1.974,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28995,84.64,87.52,1.262,2.88,"personal narrative","even1259",47,"m",2.698,"no","a",1.618,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28996,87.52,87.98,0.086,0.46,"personal narrative","even1259",47,"m",2.698,"no","a",0.374,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28997,87.98,94.484,4.276,6.504,"personal narrative","even1259",47,"m",2.698,"no","a",2.228,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28998,94.484,96.709,1.799,2.225,"personal narrative","even1259",47,"m",2.698,"no","a",0.426,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",28999,96.709,99.335,1.651,2.626,"personal narrative","even1259",47,"m",2.698,"no","a",0.975,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29000,99.335,103.198,3.168,3.863,"personal narrative","even1259",47,"m",2.698,"no","a",0.695,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29001,103.198,104.751,0.695,1.553,"personal narrative","even1259",47,"m",2.698,"no","a",0.858,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29002,104.751,107.52,0.659,2.769,"personal narrative","even1259",47,"m",2.698,"no","a",2.11,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29003,107.52,109.839,0.613,2.319,"personal narrative","even1259",47,"m",2.698,"no","a",1.706,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29004,109.839,113.097,2.412,3.258,"personal narrative","even1259",47,"m",2.698,"no","a",0.846,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29005,113.097,116.202,1.049,3.105,"personal narrative","even1259",47,"m",2.698,"no","a",2.056,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29006,116.202,117.278,0.45,1.076,"personal narrative","even1259",47,"m",2.698,"no","a",0.626,"part4"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29008,123.729,125.302,0.388,1.573,"personal narrative","even1259",47,"m",2.698,"no","a",1.185,"part5"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29009,125.302,130.117,4.184,4.815,"personal narrative","even1259",47,"m",2.698,"no","a",0.631,"part5"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29010,130.117,132.783,0.805,2.666,"personal narrative","even1259",47,"m",2.698,"no","a",1.861,"part5"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29011,132.783,135.86,1.269,3.077,"personal narrative","even1259",47,"m",2.698,"no","a",1.808,"part5"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29012,135.86,137.544,0.979,1.684,"personal narrative","even1259",47,"m",2.698,"no","a",0.705,"part5"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29013,137.544,141.559,2.701,4.015,"personal narrative","even1259",47,"m",2.698,"no","a",1.314,"part5"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29014,141.559,144.222,1.116,2.663,"personal narrative","even1259",47,"m",2.698,"no","a",1.547,"part5"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29015,144.222,146.673,1.418,2.451,"personal narrative","even1259",47,"m",2.698,"no","a",1.033,"part5"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29016,146.673,150.086,2.281,3.413,"personal narrative","even1259",47,"m",2.698,"no","a",1.132,"part5"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29020,173.344,175.763,0.983,2.419,"personal narrative","even1259",47,"m",2.698,"no","a",1.436,"part8"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29022,181.643,183.663,0.189,2.02,"personal narrative","even1259",47,"m",2.698,"no","a",1.831,"part9"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29023,183.663,187.98,3.029,4.317,"personal narrative","even1259",47,"m",2.698,"no","a",1.288,"part9"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29024,187.98,188.586,0.048,0.606,"personal narrative","even1259",47,"m",2.698,"no","a",0.558,"part9"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29025,188.586,189.332,0.142,0.746,"personal narrative","even1259",47,"m",2.698,"no","a",0.604,"part9"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29026,189.332,191.339,0.678,2.007,"personal narrative","even1259",47,"m",2.698,"no","a",1.329,"part9"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29027,191.339,197.766,4.522,6.427,"personal narrative","even1259",47,"m",2.698,"no","a",1.905,"part9"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29028,197.766,199.368,0.256,1.602,"personal narrative","even1259",47,"m",2.698,"no","a",1.346,"part9"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29029,199.368,202.32,0.927,2.952,"personal narrative","even1259",47,"m",2.698,"no","a",2.025,"part9"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29031,210.21,211.314,0.401,1.104,"personal narrative","even1259",47,"m",2.698,"no","a",0.703,"part10"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29032,211.314,213.238,0.287,1.924,"personal narrative","even1259",47,"m",2.698,"no","a",1.637,"part10"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29033,213.238,216.268,1.442,3.03,"personal narrative","even1259",47,"m",2.698,"no","a",1.588,"part10"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29034,216.268,217.951,1.36,1.683,"personal narrative","even1259",47,"m",2.698,"no","a",0.323,"part10"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29035,217.951,220.453,0.455,2.502,"personal narrative","even1259",47,"m",2.698,"no","a",2.047,"part10"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29036,220.453,221.897,0.937,1.444,"personal narrative","even1259",47,"m",2.698,"no","a",0.507,"part10"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29037,221.897,225.42,1.438,3.523,"personal narrative","even1259",47,"m",2.698,"no","a",2.085,"part10"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29038,225.42,229.377,1.87,3.957,"personal narrative","even1259",47,"m",2.698,"no","a",2.087,"part10"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29040,237.58,240.745,0.833,3.165,"personal narrative","even1259",47,"m",2.698,"no","a",2.332,"part11"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29041,240.745,244.32,2.924,3.575,"personal narrative","even1259",47,"m",2.698,"no","a",0.651,"part11"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29042,244.32,247.564,2.081,3.244,"personal narrative","even1259",47,"m",2.698,"no","a",1.163,"part11"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29043,247.564,252.622,0.632,5.058,"personal narrative","even1259",47,"m",2.698,"no","a",4.426,"part11"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29044,252.622,254.921,1.252,2.299,"personal narrative","even1259",47,"m",2.698,"no","a",1.047,"part11"
"doreco-even1259-2006-Ozero-Bolshoe-Sovetskoe-Saygotin-LR","even1259-VNS",29046,274.825,278.211,1.892,3.386,"personal narrative","even1259",47,"m",2.698,"no","a",1.494,"part12"
"doreco-even1259-2006-Ozero-Podvalnoe-Buneeva-LR","even1259-RIB",29048,1.62,3.933,0.72,2.313,"personal narrative","even1259",49,"f",2.698,"no","a",1.593,"part1"
"doreco-even1259-2006-Ozero-Podvalnoe-Buneeva-LR","even1259-RIB",29049,3.933,6.462,1.712,2.529,"personal narrative","even1259",49,"f",2.698,"no","a",0.817,"part1"
"doreco-even1259-2006-Ozero-Podvalnoe-Buneeva-LR","even1259-RIB",29050,6.462,8.47,1.11,2.008,"personal narrative","even1259",49,"f",2.698,"no","a",0.898,"part1"
"doreco-even1259-2006-Ozero-Podvalnoe-Buneeva-LR","even1259-RIB",29051,8.47,10.248,0.248,1.778,"personal narrative","even1259",49,"f",2.698,"no","a",1.53,"part1"
"doreco-even1259-2006-Ozero-Podvalnoe-Buneeva-LR","even1259-RIB",29054,12.997,15.745,1.485,2.748,"personal narrative","even1259",49,"f",2.698,"no","a",1.263,"part2"
